Name,faction,rarity,cardType,cardSubType,spliced,solbind,1attack,1health,1text,2attack,2health,2text,3attack,3health,3text,Beast,Beast Synergy,Dinosaur,Dinosaur Synergy,Mage,Mage Synergy,Robot,Robot Synergy,Scientist,Scientist Synergy,Spirit,Spirit Synergy,Warrior,Warrior Synergy,Zombie,Zombie Synergy,Replace Setup,Replace Profit,Minion,Minion Synergy,Spell,Spell Synergy,Healing Source,Healing Synergy,Movement,Disruption,Movement Benefit,Armor,Armor Giver,Armor Synergy,Activate,Ready,Free,Upgrade,Upgrade Synergy,Face Burn,Removal,Breakthrough,Breakthrough Giver,Aggressive,Aggressive Giver,Defender,Defender Giver,Stealth,Stealth Giver,Stat Buff,Attack Buff,Health Buff,Stat Debuff,Attack Debuff,Health Debuff,Destruction Synergy,SelfDestruction Activator,Self Damage Payoff,Self Damage Activator,Silence,White Fang,Dragon,Dragon Synergy,Elemental,Elemental Synergy,Plant,Plant Synergy,Exalts,Exalt Synergy,Slay,Reanimate,Deploy,Reanimate Activator,
Harbinger's Staff,Tempys,Solbind,Spell,Exalt,FALSE,,,,,0,0,"When you deal non-combat damage to an enemy creature in this lane, you may deal that much damage to another creature.",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Hardened Omni,Tempys,Legendary,Creature,Mage,FALSE,,5,2,"<b>Ready</b> this when you play Stone Skin.

<b>Activate:</b> Give a creature 3D this turn.",8,3,"<b>Ready</b> this when you play Stone Skin.

<b>Activate:</b> Give a creature 5D this turn.",13,6,"<b>Ready</b> this when you play Stone Skin.

<b>Activate:</b> Give a creature 8D this turn.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hawkrider,Tempys,Common,Creature,Yeti,TRUE,,6,3,"<b>Deploy:</b> If this is lower level than your Forgeborn, you may give up to two other creatures +3A.",8,5,"<b>Deploy:</b> If this is lower level than your Forgeborn, you may give up to two other creatures +5A.",11,9,"<b>Deploy:</b> If this is lower level than your Forgeborn, you may give up to two other creatures +7A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Ice Storm,Tempys,Rare,Spell,Noncreature,FALSE,,,,Deal 4 damage to an enemy creature and 2 damage to enemy creatures adjacent to it.,,,Deal 8 damage to an enemy creature and 4 damage to enemy creatures adjacent to it.,,,Deal 14 damage to an enemy creature and 7 damage to enemy creatures adjacent to it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Icecrusher,Tempys,Common Common,Creature,Dinosaur,TRUE,,3,3,<b>Aggressive</b>,6,4,<b>Aggressive</b>,7,5,<b>Aggressive</b>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Icelance Magus,Tempys,Common,Creature,Mage,FALSE,,5,3,<b>Slay:</b> Deal 2 damage to the enemy player. <br> <br> <b>Activate:</b> Deal 1 damage to a creature.,8,5,<b>Slay:</b> Deal 3 damage to the enemy player. <br> <br> <b>Activate:</b> Deal 2 damage to a creature.,10,7,<b>Slay:</b> Deal 5 damage to the enemy player. <br> <br> <b>Activate:</b> Deal 4 damage to a creature.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
Inflaming,Tempys,Rare,Modifier,Noncreature,TRUE,,0,1,<b>Deploy:</b> Give creatures adjacent to this +2A.,1,1,<b>Deploy:</b> Give creatures adjacent to this +4A.,2,3,<b>Deploy:</b> Give creatures adjacent to this +6A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Lasher,Tempys,Common Common,Creature,Elemental,TRUE,,2,1,<b>Deploy:</b> Deal (A) damage to another creature.,3,1,<b>Deploy:</b> Deal (A) damage to another creature.,4,1,<b>Deploy:</b> Deal (A) damage to another creature.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
Lightning Charge,Tempys,Common,Spell,,FALSE,,,,"Give a [l1] creature +5A. This turn, it gets <b>Aggressive</b>.",,,"Give up to two creatures +7A. This turn, they get <b>Aggressive</b>.",,,"Give all your creatures +9A. This turn, they get <b>Aggressive</b>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Lightning Ritual,Tempys,Solbind,Spell,,FALSE,"harbingers-staff,lightning-runes",,,Deal 5 damage to an enemy creature. <br> <br> Play Lightning Runes.,,,"Move an enemy creature up to one lane, then deal 6 damage to it.",,,"Move an enemy creature up to two lanes, then deal 7 damage to it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Lightning Runes,Tempys,Solbind,Spell,Exalt,FALSE,,0,0,"When you deal non-combat damage to an enemy creature in this lane, <b>Transform</b> this.",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Lightning Spark,Tempys,Common,Spell,Noncreature,FALSE,,,,Deal 5 damage to a creature or player.,,,Deal 8 damage to a creature or player.,,,Deal 10 damage to a creature or player.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mystic,Tempys,Common Rare,Creature,Mage,TRUE,,1,2,"<b>Deploy:</b> Give another one of your creatures +3A. This turn, it gets <b>Mobility</b> 1.",2,4,"<b>Deploy:</b> Give another one of your creatures +4A. This turn, it gets <b>Mobility</b> 2.",3,5,"<b>Deploy:</b> Give another one of your creatures +5A. This turn, it gets <b>Mobility</b> 3.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Mystical Teacher,Tempys,Rare,Creature,Mage,FALSE,,4,5,"<b>Mobility</b> 1 <br> <br> When you play an Elemental in a lane adjacent to this, deal 2 damage to a creature or player.",5,7,"<b>Mobility</b> 2 <br> <br> When you play an Elemental in a lane adjacent to this, deal 4 damage to a creature or player.",7,11,"<b>Mobility</b> 3 <br> <br> When you play an Elemental in a lane adjacent to this, deal 6 damage to a creature or player.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
Nargath Commander,Tempys,Common,Creature,Warrior,FALSE,,4,6,<b>Activate:</b> Deal 2 damage to creatures adjacent to this to give them +2A.,4,10,<b>Activate:</b> Deal 2 damage to creatures adjacent to this to give them +4A.,6,15,<b>Activate:</b> Deal 2 damage to creatures adjacent to this to give them +6A.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Primordial Slam,Tempys,Common,Spell,Noncreature,FALSE,,,,"Deal 4 damage to a creature.

You may give a Warrior +4A.",,,"Deal 6 damage to a creature.

You may give a Warrior +6A.",,,"Deal 8 damage to a creature.

You may give a Warrior +8A.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pyre Song,Tempys,Common,Spell,Noncreature,FALSE,,,,Destroy a creature with decreased H.,,,Destroy up to two creatures with decreased H.,,,Destroy all enemy creatures with decreased H.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pyromantic,Tempys,Rare,Modifier,Noncreature,TRUE,,0,1,<b>Deploy:</b> You may deal 2 damage to a creature.,1,1,<b>Deploy:</b> You may deal 3 damage to a creature.,2,3,<b>Deploy:</b> You may deal 5 damage to a creature.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Rage Idol,Tempys,Solbind,Spell,Exalt,FALSE,,0,0,"When an enemy creature is destroyed in this lane, deal 2 damage to the enemy player.",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Rage of Kadras,Tempys,Solbind,Spell,Exalt,FALSE,,,,,0,0,"When an enemy creature enters this lane, deal 5 damage to it. <br> <br> When an enemy creature is destroyed in this lane, deal 5 damage to the enemy player.",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Rageborn Eruptor,Tempys,Common,Creature,Elemental,FALSE,,4,6,<b>Breakthrough</b> <br> <br> <b>Deploy:</b> Give this +1A for each <b>Exalt</b> in play.,5,9,<b>Breakthrough</b> <br> <br> <b>Deploy:</b> Give this +2A for each <b>Exalt</b> in play.,6,13,<b>Breakthrough</b> <br> <br> <b>Deploy:</b> Give this +3A for each <b>Exalt</b> in play.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,
Razortooth,Tempys,Common Rare,Creature,Dinosaur,TRUE,,2,6,"<b>Deploy:</b> If an opponent gained H this turn, give this +3A.",4,7,"<b>Deploy:</b> If an opponent gained H this turn, give this +5A.",5,8,"<b>Deploy:</b> If an opponent gained H this turn, give this +7A.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Reckless,Tempys,Rare,Modifier,Noncreature,TRUE,,4,1,"<b>Breakthrough</b>

<b>Deploy:</b> Deal 3 damage to one of your creatures.",6,2,"<b>Breakthrough</b>

<b>Deploy:</b> Deal 5 damage to one of your creatures.",9,3,"<b>Breakthrough</b>

<b>Deploy:</b> Deal 7 damage to one of your creatures.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rimehorn Charger,Tempys,Common,Creature,Beast,FALSE,,6,4,"<b>Aggressive</b>

<b>Deploy:</b> If another creature lost H this turn, give your other creatures +2A.",8,5,"<b>Aggressive</b>

<b>Deploy:</b> If another creature lost H this turn, give your other creatures +3A.",11,6,"<b>Aggressive</b>

<b>Deploy:</b> If another creature lost H this turn, give your other creatures +4A.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,+,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rumblespark Energy,Tempys,Solbind,Spell,Exalt,FALSE,,0,0,"Your creatures in this lane are also Elementals. <br> <br> When one of your Elementals deals damage to the enemy player, <b>Transform</b> this and put it into one of your empty lanes.",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Scorchmane Dragon,Tempys,Rare,Creature,Dragon,FALSE,,0,7,<b>Defender</b>,7,7,"<b>Mobility</b> 2

<b>Deploy:</b> Deal 5 damage to an enemy creature.",13,13,"<b>Mobility</b> 4

<b>Deploy:</b> Deal 5 damage to all enemy creatures.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Shardback,Tempys,Common,Creature,Dinosaur,TRUE,,4,6,"When this is dealt non-combat damage, deal 2 damage to all enemy creatures.",7,9,"When this is dealt non-combat damage, deal 3 damage to all enemy creatures.",10,14,"When this is dealt non-combat damage, deal 5 damage to all enemy creatures.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Sky Conduit,Tempys,Solbind,Spell,Exalt,FALSE,,,,,0,0,"When one of your creatures in this lane damages the enemy player, deal that much damage to an enemy creature.",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Smash Fist,Tempys,Common,Creature,Warrior,TRUE,,6,4,<b>Slay:</b> Give another one of your creatures +2A.,9,6,<b>Slay:</b> Give another one of your creatures +4A.,13,10,<b>Slay:</b> Give another one of your creatures +6A.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
Sparking,Tempys,Rare,Modifier,Noncreature,TRUE,,0,1,<b>Deploy:</b> Deal 1 damage to all other creatures.,2,2,<b>Deploy:</b> Deal 2 damage to all other creatures.,3,3,<b>Deploy:</b> Deal 5 damage to all other creatures.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Sparking Omni,Tempys,Legendary,Creature,Mage,FALSE,,1,7,"<b>Ready</b> this when you play Lightning Spark.
 
 <b>Activate:</b> Deal 2 damage to anything.",4,10,"<b>Ready</b> this when you play Lightning Spark.
 
 <b>Activate:</b> Deal 4 damage to anything.",8,14,"<b>Ready</b> this when you play Lightning Spark.
 
 <b>Activate:</b> Deal 6 damage to anything.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Spirit Golem Conclave,Tempys,Common,Spell,Exalt,FALSE,,,,"<b>Deploy:</b> Give a creature +3A. <br> <br> When one of your creatures enters this lane, give it +3A.",,,"<b>Deploy:</b> Destroy your [l1] Spirit Golem Conclave. Give a creature +8A. <br> <br> When one of your creatures enters this lane, give it +8A.",,,"<b>Deploy:</b> Destroy your [l1] and [l2] Spirit Golem Conclave. Give a creature +15A. <br> <br> When one of your creatures enters this lane, give it +15A.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,
Staff of Vaerus,Tempys,Rare,Spell,Noncreature,FALSE,,,,"Give a creature +5A.

If you play this on a Mage, you may deal 3 damage to any creature.",,,"Give a creature +10A.

If you play this on a Mage, you may deal 5 damage to any creature.",,,"Give a creature +15A.

If you play this on a Mage, you may deal 10 damage to any creature.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stampeding Mongosaur,Tempys,Common,Creature,Dinosaur,FALSE,,5,3,<b>Deploy:</b> Deal 5 damage to one of your creatures. Deal 5 damage to an enemy creature.,9,6,<b>Deploy:</b> Deal 9 damage to one of your creatures. Deal 9 damage to an enemy creature.,12,8,<b>Deploy:</b> Deal 12 damage to one of your creatures. Deal 12 damage to an enemy creature.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Steadfast,Tempys,Common,Modifier,Noncreature,TRUE,,0,0,,5,6,,5,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stompede,Tempys,Rare,Spell,,FALSE,,,,Deal 2 damage to a creature. This damage ignores D. <br> <br> Repeat the above ability for each Dinosaur you have in play.,,,Deal 4 damage to a creature. This damage ignores D. <br> <br> Repeat the above ability for each Dinosaur you have in play.,,,Deal 7 damage to a creature. This damage ignores D. <br> <br> Repeat the above ability for each Dinosaur you have in play.,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Stone Skin,Tempys,Common,Spell,Noncreature,FALSE,,,,Give one of your creatures +5A. It may <b>Battle</b> an enemy creature.,,,Give one of your creatures +7A. It may <b>Battle</b> an enemy creature.,,,Give one of your creatures +9A. It may <b>Battle</b> an enemy creature.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stonefist,Tempys,Common Common,Creature,Elemental,TRUE,,3,5,,5,7,,7,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Stormling,Tempys,Common Common,Creature,Elemental,TRUE,,5,2,<b>Mobility</b> 1,8,3,<b>Mobility</b> 1,9,5,<b>Mobility</b> 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Thundersaur,Tempys,Common,Creature,Dinosaur,FALSE,,0,12,"<b>Breakthrough</b>

When this is dealt damage, give this that much A.",0,16,"<b>Breakthrough</b>

When this is dealt damage, give this that much A.",0,22,"<b>Breakthrough</b>

When this is dealt damage, give this that much A.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Thunderstomper,Tempys,Common,Creature,Dinosaur,FALSE,,4,7,<b>Activate:</b> Deal 2 damage to another one of your creatures. Give this +2A.,4,10,<b>Activate:</b> Deal 2 damage to another one of your creatures. Give this +4A.,4,14,<b>Activate:</b> Deal 2 damage to another one of your creatures. Give this +6A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tortoise Colossus,Tempys,Common,Creature,Dinosaur,FALSE,,5,5,"<b>Mobility</b> 1, <b>Defender</b> <br> <br> <b>Activate:</b> This loses <b>Defender</b> and gets <b>Aggressive</b> this turn.",8,8,"<b>Mobility</b> 2, <b>Defender</b> <br> <br> <b>Activate:</b> This loses <b>Defender</b> and gets <b>Aggressive</b> this turn.",12,12,"<b>Mobility</b> 3, <b>Defender</b> <br> <br> <b>Activate:</b> This loses <b>Defender</b> and gets <b>Aggressive</b> this turn.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Turnabout,Tempys,Rare,Spell,Noncreature,FALSE,,,,Choose a [l1] enemy creature. It <b>Battles</b> an enemy creature adjacent to it.,,,Choose an enemy creature. It <b>Battles</b> an enemy creature adjacent to it.,,,Choose an enemy creature. It <b>Battles</b> another enemy creature.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Undeati,Tempys,Common,Creature,Zombie Yeti,FALSE,,2,2,"<b>Aggressive</b>

If you have a creature with decreased H, this is <b>Free</b>.",8,6,"<b>Aggressive</b>

If you have two creatures with decreased H, this is <b>Free</b>.",12,10,"<b>Aggressive</b>

If you have three creatures with decreased H, this is <b>Free</b>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Self Damage,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Unstable,Tempys,Rare,Modifier,Noncreature,TRUE,,0,1,"When this loses H, deal 1 damage to each enemy creature.",0,1,"When this loses H, deal 2 damage to each enemy creature.",1,2,"When this loses H, deal 3 damage to each enemy creature.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uranti Heartseeker,Tempys,Rare,Creature,Yeti,FALSE,,3,6,<b>Activate:</b> Give another creature +2A.,4,8,<b>Activate:</b> Give another creature +4A.,7,14,"<b>Activate:</b> Give another creature +6A. This turn, your creatures with 10A or more get <b>Breakthrough</b>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Warhound,Tempys,Common Common,Creature,Beast,TRUE,,4,2,"<b>Deploy:</b> If this replaced a creature, deal 3 damage to a creature or player.",5,3,"<b>Deploy:</b> If this replaced a creature, deal 5 damage to a creature or player.",6,4,"<b>Deploy:</b> If this replaced a creature, deal 7 damage to a creature or player.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Warstoker,Tempys,Common Common,Creature,Yeti,TRUE,,6,2,,6,6,,6,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Windspark Elemental,Tempys,Common,Creature,Elemental,FALSE,,4,2,"<b>Aggressive</b>

When this damages a player, deal that much damage to an enemy creature.",8,5,"<b>Aggressive</b>

When this damages a player, deal that much damage to an enemy creature.",12,8,"<b>Aggressive</b>

When this damages a player, deal that much damage to an enemy creature.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
