deckname1;deckname2;forgeborn;L2;L3;L4;factions;numlbl;#>~1stats;#>~2stats;#>~3stats;Creatures;Spells;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;EXALT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;SELFDAMAGE;DESTRUCTION;DEPLOY;READY;FORGEBORN;BATTLE;SLAY;FACE DMG
The Adored Droning Coopers;Solitude's Sleeping Book Burners;Steel Rosetta;2Repurpose;3Tinker;4Nova's Wrath;Alloyin|Uterra;34;3/4;2/4;4/6;15;5;0;0;0;6;0;0;4;0;4;0;0;0;0;0;4;0;0;0;1;0;0;1;0;0;0;0;1;8;-1;0;3;1;0;0;0;0
The Scarred Sneaky Uncles;The Adored Droning Coopers;Nix Nekyia;2Soulrip;3Dark Summoning;4Raising Dead;Nekrium|Alloyin;43;2/4;1/4;3/5;14;6;0;0;0;5;0;2;0;4;4;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;1;2;-3;9;6;1;0;-1;0;0
The Adored Droning Coopers;The Zephyr Surveyors of Berserk Fire;Steel Rosetta;2Repurpose;3Tinker;4Lightning Speed;Alloyin|Tempys;46;1/4;0/5;3/5;14;6;0;0;0;6;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;1;1;0;0;0;1;6;1;0;3;3;0;0;0;0
The Adored Droning Coopers;The Scarred Sneaky Uncles;Steel Rosetta;2Repurpose;3Tinker;4Raising Dead;Alloyin|Nekrium;45;2/4;1/4;3/5;14;6;0;0;0;5;0;2;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;6;-3;6;12;2;0;-1;0;0
The Shading Cacklebones Herd;The Adored Droning Coopers;Nix Nekyia;2Raising Dead;3Dark Summoning;4Army of the Damned;Nekrium|Alloyin;15;4/3;3/5;5/6;15;5;0;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;-3;3;0;0;0;0;0;0
The Zephyr Surveyors of Berserk Fire;The Adored Droning Coopers;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;36;1/4;0/5;3/5;14;6;0;0;0;6;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;1;1;0;0;0;1;2;1;0;0;0;0;0;0;0
The Adored Droning Coopers;The Relentless Foolishness Squad;Steel Rosetta;2Repurpose;3Tinker;4Barkskin;Alloyin|Uterra;33;3/3;4/4;7/5;15;5;0;0;0;5;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;12;-1;0;5;-1;0;0;0;0
The Relentless Foolishness Squad;The Adored Droning Coopers;Oros;2Darkforge Drain;3Shapeshift;4Barkskin;Uterra|Alloyin;26;3/3;4/4;7/5;15;5;0;0;0;5;0;0;0;0;6;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;2;6;-1;0;0;0;0;0;0;0
The Adored Droning Coopers;The Heralds of Silk Collection;Steel Rosetta;2Repurpose;3Tinker;4Summon the Swarm;Alloyin|Tempys;61;3/4;2/4;5/6;14;6;0;0;2;5;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;1;0;12;0;2;1;8;1;0;4;1;0;0;0;0
The Heralds of Silk Collection;The Adored Droning Coopers;Sunder;2Gathering Storm;3Ice Armor;4Summon the Swarm;Tempys|Alloyin;58;3/4;2/4;5/6;14;6;0;0;2;5;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;1;0;12;0;2;1;4;1;0;0;0;0;0;0;0
The Adored Droning Coopers;Wrongdoing's Suspending Workers;Steel Rosetta;2Repurpose;3Tinker;4Deathtouch;Alloyin|Nekrium;41;3/3;2/4;3/4;15;5;2;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;6;-4;8;10;2;0;0;0;3
Wrongdoing's Suspending Workers;The Adored Droning Coopers;Cercee;2Army Commander;3Soul Syphon;4Deathtouch;Nekrium|Alloyin;37;3/3;2/4;3/4;15;5;2;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;2;-4;12;5;1;0;0;0;3
Impulse's Shadowflame Squad;The Adored Droning Coopers;Korok;2Demolish;3Flame Strike;4Lightning Speed;Tempys|Alloyin;37;2/4;2/4;3/5;12;8;0;2;1;5;0;0;3;0;0;0;0;0;0;16;0;0;0;0;0;0;0;1;0;0;2;0;1;4;2;0;0;0;0;0;0;0
The Adored Droning Coopers;Impulse's Shadowflame Squad;Steel Rosetta;2Repurpose;3Tinker;4Lightning Speed;Alloyin|Tempys;45;2/4;2/4;3/5;12;8;0;2;1;5;0;0;3;0;0;0;0;0;0;16;0;0;0;0;0;0;0;1;0;0;2;0;1;8;2;0;3;1;0;0;0;0
The Causing Titanic Venom Wildlings;The Adored Droning Coopers;Nova;2Nova's Might;3Nova's Dominion;4Nova's Touch;Uterra|Alloyin;24;3/6;3/6;5/8;14;6;0;0;0;6;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;2;6;-1;0;0;0;0;0;0;0
The Adored Droning Coopers;The Causing Titanic Venom Wildlings;Steel Rosetta;2Repurpose;3Tinker;4Nova's Touch;Alloyin|Uterra;29;3/6;3/6;5/8;14;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;2;10;-1;0;4;-1;0;0;0;0
The Adored Droning Coopers;The Wiry Antique Governors;Steel Rosetta;2Repurpose;3Tinker;4Dark Summoning;Alloyin|Nekrium;42;3/3;0/5;4/5;15;5;0;0;0;5;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;6;-3;9;5;3;0;0;0;0
The Wiry Antique Governors;The Adored Droning Coopers;Nix Nekyia;2Soulrip;3Army of the Damned;4Dark Summoning;Nekrium|Alloyin;41;3/3;0/5;4/5;15;5;0;0;0;5;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;0;0;2;2;-3;12;0;0;0;0;0;0
The Adored Droning Coopers;The Scavenger Rabid Daggers;Steel Rosetta;2Repurpose;3Tinker;4Growth Aura;Alloyin|Uterra;34;2/4;1/5;4/7;14;6;0;0;0;5;0;0;0;0;2;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;0;1;6;-1;0;5;1;4;0;0;0
The Scavenger Rabid Daggers;The Adored Droning Coopers;Oros;2Darkforge Drain;3Shapeshift;4Growth Aura;Uterra|Alloyin;29;2/4;1/5;4/7;14;6;0;0;0;5;0;0;0;0;2;0;0;0;0;6;8;0;0;0;0;0;0;1;0;0;0;0;1;2;-1;0;0;0;3;0;0;0
The Mixing Figment Collectors;The Adored Droning Coopers;Sunder;2Stim Bolt;3Summon the Swarm;4Gathering Storm;Tempys|Alloyin;45;2/3;2/4;5/4;14;6;0;1;0;5;0;0;0;0;0;0;0;0;0;24;0;0;0;0;1;0;0;1;2;6;0;0;1;2;2;0;0;0;0;0;0;0
The Adored Droning Coopers;The Creeping Hell Protectors;Steel Rosetta;2Repurpose;3Tinker;4Raising Dead;Alloyin|Nekrium;55;1/4;0/4;1/5;15;5;0;0;0;6;0;0;0;4;4;0;0;0;0;0;1;0;0;0;0;1;7;9;0;0;0;0;3;6;-2;2;4;2;0;-1;0;4
Venom's Fifth Swarm;The Adored Droning Coopers;Nova;2Nova's Touch;3Nova's Wrath;4Nova's Dominion;Uterra|Alloyin;22;2/6;1/5;3/5;15;5;0;0;0;5;0;0;0;0;4;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;1;6;-1;1;0;0;0;0;0;0
The Adored Droning Coopers;The Mixing Figment Collectors;Steel Rosetta;2Repurpose;3Tinker;4Gathering Storm;Alloyin|Tempys;45;2/3;2/4;5/4;14;6;0;1;0;5;0;0;0;0;0;0;0;0;0;18;0;0;0;0;1;0;0;1;2;0;0;0;1;6;2;0;6;2;0;0;0;0
The Creeping Hell Protectors;The Adored Droning Coopers;Nix Nekyia;2Dark Summoning;3Soulrip;4Raising Dead;Nekrium|Alloyin;56;1/4;0/4;1/5;15;5;0;0;0;6;0;0;0;5;4;0;0;0;0;0;1;0;0;0;-1;1;14;9;0;0;0;0;3;2;-2;4;0;0;0;-1;0;4
The Adored Droning Coopers;Venom's Fifth Swarm;Steel Rosetta;2Repurpose;3Tinker;4Nova's Dominion;Alloyin|Uterra;29;2/6;1/5;3/5;15;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;1;10;-1;1;6;1;0;0;0;0
The Tentacles of the Diseased Bone;The Adored Droning Coopers;Cercee;2Army Commander;3Life Drain;4Deathtouch;Nekrium|Alloyin;55;2/2;1/5;2/4;14;6;0;0;0;5;6;0;0;0;16;0;0;0;0;6;0;0;0;0;0;0;0;4;0;0;0;0;2;2;-4;5;4;-1;0;0;0;3
The Adored Droning Coopers;The Omnivore Brutish Herders;Steel Rosetta;2Repurpose;3Tinker;4Barkskin;Alloyin|Uterra;36;2/5;2/6;4/7;14;6;0;0;0;6;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;14;-2;1;6;-1;0;0;0;0
The Adored Droning Coopers;The Tentacles of the Diseased Bone;Steel Rosetta;2Repurpose;3Tinker;4Deathtouch;Alloyin|Nekrium;60;2/2;1/5;2/4;14;6;0;0;0;5;6;0;0;0;16;0;0;0;0;6;0;0;0;0;0;0;0;2;0;0;0;0;1;6;-4;5;8;-2;0;0;0;3
The Omnivore Brutish Herders;The Adored Droning Coopers;Oros;2Darkforge Drain;3Growth Aura;4Barkskin;Uterra|Alloyin;31;2/5;2/6;4/7;14;6;0;0;0;6;0;0;5;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;1;10;-2;1;0;0;0;0;0;0
The Former Hoping Valkyrie Trustees;The Adored Droning Coopers;Korok;2Flame Strike;3Whirlwind;4Demolish;Tempys|Alloyin;24;3/5;2/5;3/8;14;6;0;0;0;5;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;0;0;0;0;1;4;1;0;0;0;0;0;0;0
The Adored Droning Coopers;The Former Hoping Valkyrie Trustees;Steel Rosetta;2Repurpose;3Tinker;4Demolish;Alloyin|Tempys;34;3/5;2/5;3/8;14;6;0;0;0;5;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;0;0;0;0;1;8;1;0;4;2;0;0;0;0
The Adored Droning Coopers;The Fire Breathers of the Heartseeker;Steel Rosetta;2Repurpose;3Tinker;4Stim Bolt;Alloyin|Tempys;52;3/4;0/6;4/6;14;6;0;0;2;5;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;2;12;0;0;1;6;6;0;4;1;0;0;0;0
The Adored Droning Coopers;The Simple Lords;Steel Rosetta;2Repurpose;3Tinker;4Nova's Might;Alloyin|Uterra;33;2/8;1/6;3/6;13;7;0;0;0;5;0;0;4;0;8;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;8;-2;0;2;-1;0;0;0;0
The Fire Breathers of the Heartseeker;The Adored Droning Coopers;Sunder;2Summon the Swarm;3Gathering Storm;4Stim Bolt;Tempys|Alloyin;49;3/4;0/6;4/6;14;6;0;0;2;5;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;1;2;12;0;0;1;2;6;0;0;0;0;0;0;0
The Simple Lords;The Adored Droning Coopers;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Might;Uterra|Alloyin;31;2/8;1/6;3/6;13;7;0;0;0;5;0;0;4;0;13;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;4;-2;0;0;0;0;0;0;0
The Adored Droning Coopers;Army of Alpha and Curing;Steel Rosetta;2Repurpose;3Tinker;4Nova's Wrath;Alloyin|Uterra;45;1/4;0/4;4/5;14;6;2;0;0;5;0;0;0;0;4;0;0;0;0;0;4;0;0;2;0;0;0;1;0;0;0;0;1;12;-1;1;6;2;4;0;0;0
The Hurting Demons Larvae;The Adored Droning Coopers;Nix Nekyia;2Army of the Damned;3Soulrip;4Raising Dead;Nekrium|Alloyin;55;2/3;3/5;4/8;14;6;0;0;0;5;0;2;0;0;3;0;0;0;0;12;2;0;0;0;0;2;12;1;0;6;0;0;1;2;-2;6;0;0;0;0;0;0
Army of Alpha and Curing;The Adored Droning Coopers;Nova;2Nova's Might;3Nova's Dominion;4Nova's Wrath;Uterra|Alloyin;34;1/4;0/4;4/5;14;6;2;0;0;5;0;0;0;0;8;0;0;0;0;0;4;0;0;2;0;0;0;1;0;0;0;0;1;6;-1;1;0;0;3;0;0;0
The Adored Droning Coopers;The Hurting Demons Larvae;Steel Rosetta;2Repurpose;3Tinker;4Raising Dead;Alloyin|Nekrium;56;2/3;3/5;4/8;14;6;0;0;0;5;0;2;0;0;3;0;0;0;0;12;2;0;0;0;0;2;6;1;0;6;0;0;1;6;-2;4;4;1;0;0;0;0
The Adored Droning Coopers;The Liches of Rebirth and Duskmaw;Steel Rosetta;2Repurpose;3Tinker;4Army of the Damned;Alloyin|Nekrium;39;1/3;0/4;3/5;14;6;0;0;0;5;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;1;0;2;0;0;0;0;1;6;-4;4;8;4;0;0;0;0
The Liches of Rebirth and Duskmaw;The Adored Droning Coopers;Nix Nekyia;2Raising Dead;3Dark Summoning;4Army of the Damned;Nekrium|Alloyin;33;1/3;0/4;3/5;14;6;0;0;0;5;0;0;0;0;4;0;0;0;0;6;1;0;0;0;0;1;0;2;0;0;0;0;1;2;-4;4;4;2;0;0;0;0
The Adored Droning Coopers;The Fortelling Aggravating Ticklers;Steel Rosetta;2Repurpose;3Tinker;4Demolish;Alloyin|Tempys;42;3/3;3/4;4/4;13;7;0;1;0;5;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;-1;0;1;0;0;3;0;1;8;-1;0;6;2;0;0;0;0
The Fortelling Aggravating Ticklers;The Adored Droning Coopers;Korok;2Lightning Speed;3Whirlwind;4Demolish;Tempys|Alloyin;30;3/3;3/4;4/4;13;7;0;1;0;5;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;-1;0;1;0;0;3;0;1;4;-1;0;0;0;0;0;0;0
The Adored Droning Coopers;The Opening Sisters Liches;Steel Rosetta;2Repurpose;3Tinker;4Soul Syphon;Alloyin|Nekrium;64;2/3;1/3;3/5;14;6;0;0;0;6;3;3;0;4;0;0;0;0;0;12;0;0;0;0;0;0;6;6;0;0;0;0;2;6;-3;9;3;2;0;-1;0;0
Vindicators of Sobbing and Baking;The Adored Droning Coopers;Sunder;2Summon the Swarm;3Gathering Storm;4Stim Bolt;Tempys|Alloyin;40;1/4;1/4;3/6;13;7;0;1;2;5;0;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;1;2;7;0;0;1;2;4;0;0;0;0;0;0;0
The Opening Sisters Liches;The Adored Droning Coopers;Cercee;2Deathtouch;3Life Drain;4Soul Syphon;Nekrium|Alloyin;55;2/3;1/3;3/5;14;6;0;0;0;6;3;3;0;4;0;0;0;0;0;12;0;0;0;0;0;0;6;6;0;0;0;0;2;2;-3;9;0;0;0;-1;0;0
The Adored Droning Coopers;Vindicators of Sobbing and Baking;Steel Rosetta;2Repurpose;3Tinker;4Stim Bolt;Alloyin|Tempys;43;1/4;1/4;3/6;13;7;0;1;2;5;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;1;2;7;0;0;1;6;4;0;4;2;0;0;0;0
The Adored Droning Coopers;Brigade of Druid and Weird;Steel Rosetta;2Repurpose;3Tinker;4Nova's Dominion;Alloyin|Uterra;37;2/6;1/8;3/8;15;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3;0;1;0;0;0;0;2;10;-1;1;7;1;0;0;0;0
The Adored Droning Coopers;The Raiders of Hound and Mask;Steel Rosetta;2Repurpose;3Tinker;4Deathtouch;Alloyin|Nekrium;44;1/3;0/4;1/4;13;7;0;0;0;5;0;1;0;9;0;0;0;0;0;7;0;0;0;0;0;0;0;2;0;0;0;0;1;6;-2;6;4;2;0;0;0;0
The Raiders of Hound and Mask;The Adored Droning Coopers;Cercee;2Soul Syphon;3Army Commander;4Deathtouch;Nekrium|Alloyin;39;1/3;0/4;1/4;13;7;0;0;0;5;0;1;0;9;0;0;0;0;0;7;0;0;0;0;0;0;0;4;0;0;0;0;2;2;-2;8;0;0;0;0;0;0
Brigade of Druid and Weird;The Adored Droning Coopers;Nova;2Nova's Might;3Nova's Wrath;4Nova's Dominion;Uterra|Alloyin;31;2/6;1/8;3/8;15;5;0;0;0;5;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;3;0;1;0;0;0;0;2;6;-1;1;0;0;0;0;0;0
The Adored Droning Coopers;The Sorcerers of the Oratek Eruptor;Steel Rosetta;2Repurpose;3Tinker;4Gathering Storm;Alloyin|Tempys;66;1/3;0/4;3/5;12;8;0;0;2;5;0;0;3;0;0;0;0;0;0;31;0;0;0;0;0;0;0;1;1;8;0;0;1;6;1;0;5;2;0;0;0;0
The Farmers of the Spiky Tunnels;The Adored Droning Coopers;Oros;2Shapeshift;3Growth Aura;4Barkskin;Uterra|Alloyin;21;1/6;2/4;5/6;15;5;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;9;-1;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor;The Adored Droning Coopers;Sunder;2Stim Bolt;3Summon the Swarm;4Gathering Storm;Tempys|Alloyin;71;1/3;0/4;3/5;12;8;0;0;2;5;0;0;3;0;0;0;0;0;0;39;0;0;0;0;0;0;0;1;1;16;0;0;1;2;1;0;0;0;0;0;0;0
The Adored Droning Coopers;The Farmers of the Spiky Tunnels;Steel Rosetta;2Repurpose;3Tinker;4Barkskin;Alloyin|Uterra;32;1/6;2/4;5/6;15;5;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;15;-1;0;3;2;0;0;0;0
The Adored Droning Coopers;The Masters of Swearing;Steel Rosetta;2Repurpose;3Tinker;4Demolish;Alloyin|Tempys;38;2/3;1/4;3/5;14;6;0;1;2;5;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;0;0;0;0;1;8;3;0;4;1;0;0;0;0
The Sixth Barb Band;The Adored Droning Coopers;Cercee;2Soul Syphon;3Life Drain;4Deathtouch;Nekrium|Alloyin;48;2/3;0/3;2/3;13;7;3;0;0;5;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;3;2;4;8;0;0;0;0;0;4
The Adored Droning Coopers;The Sixth Barb Band;Steel Rosetta;2Repurpose;3Tinker;4Deathtouch;Alloyin|Nekrium;54;2/3;0/3;2/3;13;7;3;0;0;5;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;3;6;4;4;5;1;0;0;0;4
The Masters of Swearing;The Adored Droning Coopers;Korok;2Whirlwind;3Flame Strike;4Demolish;Tempys|Alloyin;29;2/3;1/4;3/5;14;6;0;1;2;5;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;0;0;0;0;1;4;3;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk;The Adored Droning Coopers;Oros;2Barkskin;3Growth Aura;4Shapeshift;Uterra|Alloyin;31;2/5;0/3;2/6;14;6;0;2;0;6;0;0;12;0;0;0;0;0;0;0;2;0;0;0;0;2;0;1;0;0;0;0;1;4;-2;0;0;0;0;0;0;0
The Adored Droning Coopers;The Savants of the Ending Predator;Steel Rosetta;2Repurpose;3Tinker;4Soulrip;Alloyin|Nekrium;52;4/5;0/4;1/4;14;6;0;0;0;6;2;0;0;3;4;0;0;0;0;6;0;0;0;0;0;0;7;4;0;0;0;0;2;6;-3;3;6;2;0;0;0;0
Doctors of Tatoo and Comparing;The Adored Droning Coopers;Korok;2Whirlwind;3Demolish;4Lightning Speed;Tempys|Alloyin;40;2/5;1/6;2/6;14;6;0;0;6;5;0;0;0;0;0;0;0;0;0;18;0;3;0;0;0;0;0;1;0;0;0;0;1;2;4;0;0;0;0;0;0;0
The Adored Droning Coopers;Doctors of Tatoo and Comparing;Steel Rosetta;2Repurpose;3Tinker;4Lightning Speed;Alloyin|Tempys;49;2/5;1/6;2/6;14;6;0;0;6;5;0;0;0;0;0;0;0;0;0;18;0;2;0;0;0;0;0;1;0;0;0;0;1;6;4;0;4;2;0;0;0;0
The Adored Droning Coopers;The Phalanx of Everflow Treefolk;Steel Rosetta;2Repurpose;3Tinker;4Shapeshift;Alloyin|Uterra;38;2/5;0/3;2/6;14;6;0;2;0;6;0;0;12;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;8;-2;0;4;1;0;0;0;0
The Adored Droning Coopers;The Champions of the Whisker;Steel Rosetta;2Repurpose;3Tinker;4Nova's Wrath;Alloyin|Uterra;48;1/2;1/4;4/5;14;6;0;0;0;5;0;0;0;0;14;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;10;-1;1;7;2;4;0;0;0
The Host of the Confident Miracles;The Adored Droning Coopers;Sunder;2Gathering Storm;3Stim Bolt;4Ice Armor;Tempys|Alloyin;41;3/3;3/5;6/6;14;6;0;0;1;5;0;0;4;0;0;0;0;0;0;18;0;0;0;0;0;0;0;1;0;6;0;1;1;2;2;0;0;0;0;0;0;0
The Adored Droning Coopers;The Host of the Confident Miracles;Steel Rosetta;2Repurpose;3Tinker;4Ice Armor;Alloyin|Tempys;34;3/3;3/5;6/6;14;6;0;0;1;5;0;0;4;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;1;1;6;2;0;6;-1;0;0;0;0
The Savants of the Ending Predator;The Adored Droning Coopers;Nix Nekyia;2Raising Dead;3Army of the Damned;4Soulrip;Nekrium|Alloyin;52;4/5;0/4;1/4;14;6;0;0;0;6;2;0;0;5;10;0;0;0;0;6;0;0;0;0;0;0;7;4;0;0;0;0;2;2;-3;3;3;1;0;0;0;0
The Champions of the Whisker;The Adored Droning Coopers;Nova;2Nova's Might;3Nova's Touch;4Nova's Wrath;Uterra|Alloyin;41;1/2;1/4;4/5;14;6;0;0;0;5;0;0;0;0;21;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;6;-1;1;0;0;3;0;0;0
The Adored Droning Coopers;The Hermit Spiders;Steel Rosetta;2Repurpose;3Tinker;4Nova's Dominion;Alloyin|Uterra;44;2/5;2/5;4/5;15;5;0;0;0;5;0;4;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;1;0;0;0;0;1;15;-1;1;6;2;4;0;0;0
The Hermit Spiders;The Adored Droning Coopers;Nova;2Nova's Touch;3Nova's Might;4Nova's Dominion;Uterra|Alloyin;33;2/5;2/5;4/5;15;5;0;0;0;5;0;4;0;0;4;0;0;0;0;0;2;0;0;2;0;0;0;1;0;0;0;0;1;9;-1;1;0;0;3;0;0;0
The Adored Droning Coopers;The King Varna Generals;Steel Rosetta;2Repurpose;3Tinker;4Army Commander;Alloyin|Nekrium;29;4/3;1/3;2/4;14;6;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;2;0;0;0;0;2;6;-4;8;2;1;0;0;0;0
The Company of Botany;The Adored Droning Coopers;Oros;2Barkskin;3Darkforge Drain;4Shapeshift;Uterra|Alloyin;34;1/3;1/6;3/7;14;6;0;0;0;5;0;0;0;0;5;0;0;0;0;6;6;0;0;0;1;0;0;1;0;0;0;0;2;6;-1;1;0;0;0;0;0;0
The Adored Droning Coopers;The Company of Botany;Steel Rosetta;2Repurpose;3Tinker;4Shapeshift;Alloyin|Uterra;38;1/3;1/6;3/7;14;6;0;0;0;5;0;0;0;0;5;0;0;0;0;0;6;0;0;0;1;0;0;1;0;0;0;0;2;10;-1;1;5;-1;0;0;0;0
The Monks of the Great Quitting Fire;The Adored Droning Coopers;Sunder;2Gathering Storm;3Summon the Swarm;4Ice Armor;Tempys|Alloyin;22;3/6;2/5;4/6;16;4;0;0;3;5;0;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;1;1;0;0;0;1;2;2;0;0;0;0;0;0;0
The King Varna Generals;The Adored Droning Coopers;Cercee;2Soul Syphon;3Deathtouch;4Army Commander;Nekrium|Alloyin;26;4/3;1/3;2/4;14;6;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;2;0;0;0;0;2;2;-4;12;0;0;0;0;0;0
The Adored Droning Coopers;The Monks of the Great Quitting Fire;Steel Rosetta;2Repurpose;3Tinker;4Ice Armor;Alloyin|Tempys;26;3/6;2/5;4/6;16;4;0;0;3;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;6;2;0;3;2;0;0;0;0
The Senseis who became Champs;The Adored Droning Coopers;Korok;2Demolish;3Lightning Speed;4Whirlwind;Tempys|Alloyin;35;4/5;3/6;4/5;14;6;0;0;2;5;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;1;0;0;0;2;1;2;4;0;0;0;0;0;0;0
The Adored Droning Coopers;The Mice of the Fierce Fur;Steel Rosetta;2Repurpose;3Tinker;4Shapeshift;Alloyin|Uterra;29;1/4;0/6;2/7;13;7;0;0;0;5;0;0;0;0;3;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;2;6;-2;1;5;1;0;0;0;0
The Mice of the Fierce Fur;The Adored Droning Coopers;Oros;2Darkforge Drain;3Growth Aura;4Shapeshift;Uterra|Alloyin;27;1/4;0/6;2/7;13;7;0;0;0;5;0;0;0;0;3;0;0;0;0;7;5;0;0;0;0;0;0;1;0;0;0;0;2;2;-2;1;0;0;0;0;0;0
The Crossing Soul Hags;The Adored Droning Coopers;Cercee;2Deathtouch;3Army Commander;4Life Drain;Nekrium|Alloyin;37;1/2;1/4;2/3;14;6;0;0;0;6;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;4;2;4;4;0;0;0;0;0;0
The Adored Droning Coopers;The Senseis who became Champs;Steel Rosetta;2Repurpose;3Tinker;4Whirlwind;Alloyin|Tempys;44;4/5;3/6;4/5;14;6;0;0;2;5;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;1;0;0;0;2;1;6;4;0;3;2;0;0;0;0
The Adored Droning Coopers;The Crossing Soul Hags;Steel Rosetta;2Repurpose;3Tinker;4Life Drain;Alloyin|Nekrium;42;1/2;1/4;2/3;14;6;0;0;0;6;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;3;6;4;4;4;1;0;0;0;0
The Adored Droning Coopers;The Group of Brass Conspiracies;Steel Rosetta;2Repurpose;3Tinker;4Soulrip;Alloyin|Nekrium;45;1/2;1/4;2/5;13;7;0;0;0;5;0;1;0;4;0;0;0;0;0;0;1;0;0;0;0;1;8;1;0;0;0;0;1;6;-4;12;2;2;0;0;0;0
The Group of Brass Conspiracies;The Adored Droning Coopers;Nix Nekyia;2Raising Dead;3Army of the Damned;4Soulrip;Nekrium|Alloyin;44;1/2;1/4;2/5;13;7;0;0;0;5;0;1;0;6;5;0;0;0;0;0;1;0;0;0;0;1;8;1;0;0;0;0;1;2;-4;12;0;0;0;0;0;0
