id;Name;faction;rarity;cardType;cardSubType;spliced;solbind;1attack;1health;1text;2attack;2health;2text;3attack;3health;3text;Beast;Beast Synergy;Darkforge;Darkforge Synergy;Dinosaur;Dinosaur Synergy;Dragon;Dragon Synergy;Elemental;Elemental Synergy;Mage;Mage Synergy;Metamind;Metamind Synergy;Plant;Plant Synergy;Robot;Robot Synergy;BanishRobot;Scientist;Scientist Synergy;Spirit;Spirit Synergy;BanishSpirit;BanishSpirit Synergy;Warrior;Warrior Synergy;Yeti;Yeti Synergy;Zombie;Zombie Synergy;Minion;Minion Synergy;Spell Synergy;Spell;Replace Setup;Replace Profit;Healing Source;Healing Synergy;High Life Synergy;Movement;Disruption;Movement Benefit;Armor;Armor Giver;Armor Synergy;Player Armor;Activate;Ready;Free;Reanimate;Upgrade;Upgrade Synergy;Face Burn;FB Creature;FB Creature Synergy;FB Giver;FB Giver Synergy;FB Synergy;Removal;Breakthrough;Breakthrough Giver;Aggressive;Aggressive Giver;Defender;Defender Synergy;Defender Giver;Stealth;Stealth Giver;Stat Buff;Attack Buff;Health Buff;Increased A;Increased A Synergy;Stat Debuff;Attack Debuff;Attack Debuff Synergy;Health Debuff;Good Destroyed;Destruction Synergy;Destruction Others;Destruction Self;Self Damage Payoff;Self Damage Activator;Silence;Exalts;Exalt Synergy;Exalt Counter;Slay;Slay Synergy;Deploy;Deploy Synergy;Adjacency;Hand Disruption;Augment;Augment Synergy;Self Burn;Self Burn Synergy;Low Life Synergy;Spicy;Cool;Fun;Annoying
galecarrier;Galecarrier;Tempys;XXRX;Creature;Elemental;TRUE;;5;5;<b>Deploy:</b> You may move one of your <b>Exalts</b>.;8;10;<b>Deploy:</b> You may move one of your <b>Exalts</b>.;11;14;<b>Activate:</b> Move one of your <b>Exalts</b>.;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.9;0;0;0;0;0;0;0;0;0;0;0;0
hacker;Hacker;Alloyin;XXRX;Creature;Scientist;TRUE;;5;4;"<b>Mobility</b> 1

When this deals combat damage to an enemy player, you may play a Gizmo <b>Minion</b>.";8;6;"<b>Mobility</b> 1

When this deals combat damage to an enemy player, you may play a Gizmo <b>Minion</b>.";11;9;"<b>Mobility</b> 1

When this deals combat damage to an enemy player, you may play a Mega Gizmo <b>Minion</b>.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0
mosstodon;Mosstodon;Uterra;XXRX;Creature;Plant Dinosaur;TRUE;;3;4;<b>Deploy:</b> If you have another creature with increased A, give this +3A,+3H.;5;6;<b>Activate:</b> If you have another creature with increased A, give this +3A,+3H.;8;11;<b>Activate:</b> Give this +3A,+3H for each creature you have in play with increased A.;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0.5;0;0;0
terror;Terror;Nekrium;XXRX;Creature;Zombie Mage;TRUE;;4;4;<b>Deploy:</b> If you have a Spirit in your Banish Pile, give one of your creatures +2A,+2H.;6;6;<b>Deploy:</b> If you have two or more Spirits in your Banish Pile, give one of your creatures +4A,+4H.;9;10;<b>Deploy:</b> If you have three or more Spirits in your Banish Pile, give one of your creatures +6A,+6H.;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
advancing;Advancing;Alloyin;XXRX;Modifier;;TRUE;;1;1;When a creature replaces this, you may <b>Upgrade</b> a card in your hand, then discard it.;1;1;When a creature replaces this, you may <b>Upgrade</b> a card in your hand, then discard it.;1;2;When a creature replaces this, you may <b>Upgrade</b> a card in your hand.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brood;Brood;Nekrium;XXRX;Modifier;;TRUE;;0;3;<b>Deploy:</b> You may give this -2A,-2H to give another creature +2A,+2H.;1;4;<b>Deploy:</b> You may give this -3A,-3H to give another creature +3A,+3H.;5;5;<b>Deploy:</b> You may give this -4A,-4H to give another creature +4A,+4H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
desecrating;Desecrating;Nekrium;XXRX;Modifier;;TRUE;;;;<b>Deploy:</b> If you have one or more Spirits in your Banish Pile, you may destroy a <b>Minion</b>.;;;<b>Deploy:</b> If you have two or more Spirits in your Banish Pile, you may destroy a [l1] creature.;;;<b>Deploy:</b> If you have three or more Spirits in your Banish Pile, you may destroy a [l1] or [l2] creature.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.5;0;0;0
energizing;Energizing;Tempys;XXRX;Modifier;;TRUE;;1;1;<b>Deploy:</b> You may put an energy counter on one of your <b>Exalts</b>.;2;2;<b>Deploy:</b> You may put an energy counter on one of your <b>Exalts</b>.;5;4;<b>Deploy:</b> You may put an energy counter on one of your <b>Exalts</b>.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
inspirited;Inspirited;Uterra;XXRX;Modifier;;TRUE;;0;0;<b>Deploy:</b> You may replace this with another [l1] Spirit in your Banish Pile. If you do, give it +1A,+1H.;0;0;<b>Deploy:</b> You may replace this with another [l1] or [l2] Spirit in your Banish Pile. If you do, give it +2A,+2H.;0;1;<b>Deploy:</b> You may replace this with another Spirit in your Banish Pile. If you do, give it +4A,+4H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
magnetic;Magnetic;Alloyin;XXRX;Modifier;;TRUE;;1;2;<b>Deploy:</b> You may move an <b>Exalt</b> to this lane.;2;3;<b>Deploy:</b> You may move an <b>Exalt</b> to this lane.;6;4;<b>Deploy:</b> You may move an <b>Exalt</b> to this lane.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
naturalizing;Naturalizing;Uterra;XXRX;Modifier;;TRUE;;0;2;<b>Deploy:</b> An enemy creature loses all printed abilities this turn.;1;3;<b>Deploy:</b> An enemy creature loses all printed abilities this turn.;2;7;<b>Deploy:</b> An enemy creature loses all printed abilities this turn.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.5;0;0;0
prevailing;Prevailing;Uterra;XXRX;Modifier;;TRUE;;0;2;"<b>Defender</b>

At the end of the turn, you may <b>Upgrade</b> a creature in your hand, then discard it.";1;3;"<b>Defender</b>

At the end of the turn, you may <b>Upgrade</b> a creature in your hand, then discard it.";2;4;"<b>Defender</b>

At the end of the turn, you may play a creature for <b>Free</b>.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0.9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
spiteful;Spiteful;Nekrium;XXRX;Modifier;;TRUE;;0;1;When this is destroyed, give the opposing creature -2A,-2H.;1;1;When this is destroyed, give the opposing creature -4A,-4H.;2;2;When this is destroyed, give the opposing creature -6A,-6H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
torching;Torching;Tempys;XXRX;Modifier;;TRUE;;1;1;<b>Deploy:</b> You may deal 4 damage to one of your creatures to play a [l1] spell for <b>Free</b>.;1;2;<b>Deploy:</b> You may deal 8 damage to one of your creatures to play a [l1] or [l2] spell for <b>Free</b>.;1;3;<b>Deploy:</b> You may deal 12 damage to one of your creatures to play a spell for <b>Free</b>.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
vigilant;Vigilant;Tempys;XXRX;Modifier;;TRUE;;5;3;"<b>Defender</b>

While this is opposed, it loses and can't get <b>Defender</b> and has <b>Aggressive</b>.";5;3;"<b>Defender</b>

While this is opposed, it loses and can't get <b>Defender</b> and has <b>Aggressive</b>.";7;4;"<b>Defender</b>

While this is opposed, it loses and can't get <b>Defender</b> and has <b>Aggressive</b>.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
zapping;Zapping;Alloyin;XXRX;Modifier;;TRUE;;1;1;<b>Deploy:</b> Give the opposing creature -3A.;1;2;<b>Deploy:</b> Give the opposing creature -5A.;2;3;<b>Deploy:</b> Give the opposing creature -9A.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
calling-the-shrine;Calling the Shrine;Tempys;XXSX;Spell;;FALSE;slumbering-shrine,awakened-shrine;;;"Play Slumbering Shrine.

Give a creature +4A.";;;"Give a creature +6A.

You may play a [l1] spell for <b>Free</b>.";;;"Give a creature +8A.

You may play a [l1] or [l2] spell for <b>Free</b>.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corpse-host;Corpse Host;Nekrium;XXSX;Creature;Spirit Zombie;FALSE;necrotower,necrolab;3;3;<b>Deploy:</b> Play Necrolab.;5;5;<b>Deploy:</b> Deal 3 damage to another one of your creatures to give this +3H.;8;8;<b>Deploy:</b> Deal 5 damage to another one of your creatures to give this +5H. Then, <b>Transform</b> Necrolab.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
ghox-metamind-paragon;Ghox, Metamind Paragon;Alloyin;XXSX;Creature;Metamind Scientist;FALSE;mass-link,central-conductor;2;5;"<b>Deploy:</b> Play Central Conductor.

<b>Activate:</b> Give each of your creatures in a lane with one of your <b>Exalts</b> +2A.";2;9;<b>Activate:</b> Give each of your creatures in a lane with one of your <b>Exalts</b> +3A.;2;13;<b>Activate:</b> Give each of your creatures in a lane with one of your <b>Exalts</b> +5A.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0
stegos-dinosaur-tamer;Stegos, Dinosaur Tamer;Uterra;XXSX;Creature;Warrior;FALSE;uterradon-ridgeback,uterradon-pup;2;4;"<b>Deploy:</b> You may play Uterradon Pup.

<b>Activate:</b> Give your Dinosaurs +2A.";3;5;"<b>Deploy:</b> You may play Uterradon Pup.

<b>Activate:</b> Give your Dinosaurs +2A,+2H.";5;7;"<b>Deploy:</b> You may play Uterradon Ridgeback.

<b>Activate:</b> Give your Dinosaurs +4A,+4H.";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0.5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
conscript-the-dead;Conscript the Dead;Nekrium;XXSX;Spell;;FALSE;ruthless-wanderers,ruthless-army;;;"Play Ruthless Wanderers.

You may destroy one of your creatures to give a creature -3A,-3H.";;;"Play Ruthless Wanderers.

You may destroy one of your creatures to give a creature -5A,-5H.";;;"You may destroy one of your creatures to give a creature -8A,-8H.

<b>Transform</b> Ruthless Wanderers. Otherwise, play Ruthless Army.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dragonwake;Dragonwake;Tempys;XXSX;Spell;;FALSE;icefrost-wyvern,cindersmoke-wyvern;;;"Choose one:
   •  Play Cindersmoke Wyvern.
   •  Play Icefrost Wyvern.";;;"Choose one:
   •  Play or <b>Transform</b> Cindersmoke Wyvern. Give it +3A,+3H.
   •  Play or <b>Transform</b> Icefrost Wyvern. Give it +3A,+3H.";;;"Choose one:
   •  Play or <b>Transform</b> Cindersmoke Wyvern. Give it +6A,+6H.
   •  Play or <b>Transform</b> Icefrost Wyvern. Give it +6A,+6H.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
enduring-ties;Enduring Ties;Uterra;XXSX;Spell;;FALSE;rooted-leafkin,ingrained-leafkin;;;Play Rooted Leafkin.;;;"Choose one:
   •  Play Rooted Leafkin and give it +1A,+1H.
   •  Set Rooted Leafkin's A to 5 and its H to 3.";;;"Choose one:
   •  Play Ingrained Leafkin.
   •  <b>Transform</b> Rooted Leafkin.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
espionage;Espionage;Alloyin;XXSX;Spell;;FALSE;assassins-mount,assassins-cliff;;;"Play Assassin's Cliff.

Give a [l1] creature <b>Stealth</b> this turn. You may give its opposing creature <b>Defender</b> this turn.";;;Give a [l1] or [l2] creature +3A. This turn, it gets <b>Stealth</b>. You may give its opposing creature <b>Defender</b> this turn.;;;"<b>Transform</b> Assassin's Cliff. Otherwise, play Assassin's Mount.

Give a creature +5A. This turn, it gets <b>Stealth</b>. You may give its opposing creature <b>Defender</b> this turn.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.7;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
cindersmoke-wyvern;Cindersmoke Wyvern;Tempys;XXSX;Creature;Dragon;FALSE;;;;;3;3;"<b>Mobility</b> 2

When this moves lanes, if this is opposed, deal 4 damage to the opposing creature. Otherwise, deal 4 damage to the enemy player.";;;;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
awakened-shrine;Awakened Shrine;Tempys;XXSX;Creature;Elemental;FALSE;;;;;;;;0;13;"<b>Breakthrough</b>

When this is <b>Transformed</b>, give it +2A for each energy counter that was on Slumbering Shrine.";0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ingrained-leafkin;Ingrained Leafkin;Uterra;XXSX;Creature;Plant Spirit;FALSE;;;;;;;;8;4;"This can't gain H.

If this would lose any amount of H, instead, this loses 1H.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
icefrost-wyvern;Icefrost Wyvern;Tempys;XXSX;Creature;Dragon;FALSE;;;;;2;7;"<b>Defender</b>

<b>Activate:</b> You and another one of your creatures get 4D this turn.";;;;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rooted-leafkin;Rooted Leafkin;Uterra;XXSX;Creature;Plant Spirit;FALSE;;;;;4;2;"This can't gain H except by Enduring Ties.

If this would lose any amount of H, instead, this loses 1H.";;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ruthless-army;Ruthless Army;Nekrium;XXSX;Creature;Spirit Warrior;FALSE;;;;;;;;6;6;"<b>Stealth</b>

When this is <b>Transformed</b>, give your <b>Minions</b> +3A.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ruthless-wanderers;Ruthless Wanderers;Nekrium;XXSX;Creature;Spirit Warrior;FALSE;;;;;1;5;"When another one of your non-Minion creatures is destroyed before combat, you may play a Mindless Zombie <b>Minion</b> in its lane.

<b>Activate:</b> If you have three or more <b>Minions</b> in play, <b>Transform</b> Ruthless Wanderers.";;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0.5;0;0;0;0.5;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uterradon-pup;Uterradon Pup;Uterra;XXSX;Creature;Dinosaur;FALSE;;;;;1;3;;;;;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uterradon-ridgeback;Uterradon Ridgeback;Uterra;XXSX;Creature;Dinosaur;FALSE;;;;;;;;4;4;<b>Breakthrough</b>;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
assassins-cliff;Assassin's Cliff;Alloyin;XXSX;Spell;Exalt;FALSE;;;;;;;When your creature in this lane deals combat damage to an enemy player, deal 4 damage to an enemy creature.;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
assassins-mount;Assassin's Mount;Alloyin;XXSX;Spell;Exalt;FALSE;;;;;;;;;;When your creature in this lane deals combat damage to an enemy player, deal 8 damage to an enemy creature.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bones-of-solis;Bones of Solis;Nekrium;XXSX;Spell;Exalt;FALSE;;;;;;;;;;When your creature in this lane is destroyed, put an energy counter on this. Then, if there are 4 or more energy counters on this, <b>Transform</b> this and overlay Cercee with this.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0;0;0.5;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
