deckname;value;avglbl;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;DAMAGE;SELFDAMAGE;DESTROY SYN;DESTROY MIN;REDEPLOY;REACTIVATE;STEALTH;AGGRO;DESTROY OPP;FACEBURN;LIFE GAIN;DISRUPTION;SILENCE
The Masters of Swearing|The Serious Silver Soldiers;0.0000;8.0000;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Masters of Swearing|The Farmers of the Spiky Tunnels;0.0000;10.0000;3.0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Masters of Swearing|The Sixth Barb Band;0.0000;15.0000;1.0;0;0;0;0;0;0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;0;3.0;0;0;0;0;0;0;0;0;0
The Masters of Swearing|The Quantums of Metal and Faith;0.0000;17.0000;0;0;0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0
The Masters of Swearing|The Phalanx of Everflow Treefolk;0.0000;9.0000;0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
The Masters of Swearing|The Champions of the Whisker;0.0000;10.0000;0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0
The Masters of Swearing|The Overseers of Sparky;0.0000;14.0000;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0.5;0;1.0;0;0;0;4.0;0;0;0;0;0
The Masters of Swearing|The Savants of the Ending Predator;0.0000;13.0000;0;0;0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;3.0;0;0;0;0;0;0;0;0
The Masters of Swearing|The Hermit Spiders;0.0000;12.0000;0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0
The Masters of Swearing|The King Varna Generals;0.0000;15.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;3.0;0;0;0;0;0;0;0;0;0
The Masters of Swearing|The Pondering Iron Advisers;0.0000;14.0000;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0.5;0;1.0;0;0;0;4.0;0;0;0;0;0
The Masters of Swearing|The Company of Botany;0.0000;9.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0
The Masters of Swearing|The Raiders of Leading Capitals;0.0000;17.0000;0;0;0;0;0;0;0;0;0;0;0;0;7.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;6.0;0;0;0;0;0
The Masters of Swearing|The Mice of the Fierce Fur;0.0021;13.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;1.5;0;0;0;0;0;0;0;0;0
The Masters of Swearing|The Protectors of the Saving Herbs;0.0000;10.0000;0;0;0;0;0;0;0;0;2.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Masters of Swearing|The Crossing Soul Hags;0.0000;13.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5;0;1.0;0;0;0;0;0;0;0;0;0
The Masters of Swearing|The Professing Watchdogs;0.0000;6.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Masters of Swearing|The Group of Brass Conspiracies;0.0000;15.0000;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;4.0;0;0;0;0;0;0;0;0;0
The Masters of Swearing|The Fleeing Feasting Brother Flock;0.0000;10.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Masters of Swearing|The Imps of Descending Chiron;0.0000;11.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;2.0;0;0;0;0;0;0;0;0;0
The Masters of Swearing|Outfit of Camping and Waving;0.0000;10.0000;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Creeping Hell Protectors;0.0000;13.0000;0;0;0;0;2.0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;2.0;0;0;0;0;1.5;0;0;0;6.0;0;0;0;0;0
The Quantums of Metal and Faith|The Mixing Figment Collectors;0.0000;17.0000;0;0;0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0
The Quantums of Metal and Faith|Venom's Fifth Swarm;0.0000;10.0000;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0.5;0;0;0;0;0;0;0;2.0;0;0;3.0;0;0;0;1.5;0;0;1.0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Tentacles of the Diseased Bone;0.0000;18.0000;0;0;0;0;2.0;0;0;0;3.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;10.0;0;0;0;0;0;0;1.5;1.0;0.5;0;3.0;0;0;0;0;0
The Quantums of Metal and Faith|The Omnivore Brutish Herders;0.0000;15.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;9.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Former Hoping Valkyrie Trustees;0.0000;15.0000;0;0;0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Simple Lords;0.0000;11.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Fire Breathers of the Heartseeker;0.0000;18.0000;0;0;6.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;1.0;0;0;0;0;0;9.0;0;0;0;0;0
The Quantums of Metal and Faith|Army of Alpha and Curing;0.0000;12.0000;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;2.0;0;0;0;0;0;0;4.0;0;0;1.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Hurting Demons Larvae;0.0000;16.0000;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;6.0;2.0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Liches of Rebirth and Duskmaw;0.0000;9.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;4.0;0;1.0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Fortelling Aggravating Ticklers;0.0000;15.0000;0;0;0;0;0;0;0;0;0;0;0;0;10.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;3.0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Quantums of Metal and Faith|The Opening Sisters Liches;0.0000;19.0000;0;0;0;0;2.0;0;0;0;0;0;0;0;12.0;0;0;0.5;0;0;0;0;0;0;0;2.0;0;1.0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|Vindicators of Sobbing and Baking;0.0000;15.0000;0;0;2.0;0;0;0;0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;1.0;0;0;0;0;0;9.0;0;0;0;0;0
The Quantums of Metal and Faith|Brigade of Druid and Weird;0.0000;8.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Raiders of Hound and Mask;0.0000;21.0000;0;0;0;0;1.0;0;0;0;0;0;0;0;10.0;0;0;0.5;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;3.0;0;0;0;15.0;0;0;0;0;0
The Quantums of Metal and Faith|The Sorcerers of the Oratek Eruptor;0.0000;24.0000;0;0;2.0;0;0;0;1.0;0;0;0;0;0;12.0;0;0;0;0;0;0;0;0;0;6.0;2.0;0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0
The Quantums of Metal and Faith|The Farmers of the Spiky Tunnels;0.0000;11.0000;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0.5;0;0;0;0;0;0;0;4.0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Sixth Barb Band;0.0000;12.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;4.0;0;1.0;0;0;1.0;0;0;0;0;0;9.0;0;0;0;0;0
The Quantums of Metal and Faith|The Masters of Swearing;0.0000;17.0000;0;0;0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0
The Quantums of Metal and Faith|The Phalanx of Everflow Treefolk;0.0000;12.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;5.0;0;0;0.5;0;0;0;0;0;0;0;6.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Champions of the Whisker;0.0000;11.0000;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0.5;0;0;0;0;0;0;0;6.0;0;0;3.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|Doctors of Tatoo and Comparing;0.0000;23.0000;0;0;8.0;0;0;0;0;0;0;0;0;0;15.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;3.0;0;0;0;0;0
The Quantums of Metal and Faith|The Savants of the Ending Predator;0.0000;16.0000;0;0;0;0;2.0;0;0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;4.0;0;1.0;0;0;0;0;0;1.0;0.5;0;6.0;0;0;0;0;0
The Quantums of Metal and Faith|The Hermit Spiders;0.0000;11.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;1.5;0;0;1.0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Host of the Confident Miracles;0.0000;11.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;2.0;4.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The King Varna Generals;0.0000;15.0000;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0.5;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;4.5;0;0;0;3.0;0;0;0;0;0
The Quantums of Metal and Faith|The Company of Botany;0.0000;10.0000;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;3.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Monks of the Great Quitting Fire;0.0000;14.0000;0;0;6.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.0;0;0;0;0;0
The Quantums of Metal and Faith|The Mice of the Fierce Fur;0.0012;12.0000;0;0;0;0;0;0;0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Senseis who became Champs;0.0000;19.0000;0;0;0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;0;0;0;0;0;2.0;4.0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0
The Quantums of Metal and Faith|The Crossing Soul Hags;0.0000;14.0000;0;0;0;0;1.0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;2.0;0;2.0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0
The Quantums of Metal and Faith|The Group of Brass Conspiracies;0.0000;13.0000;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0.5;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;15.0;0;0;0;0;0
The Quantums of Metal and Faith|The Fleeing Feasting Brother Flock;0.0000;12.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;6.0;2.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith|The Squadron of the Fire;0.0000;16.0000;0;0;6.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;9.0;0;0;0;0;0
The Quantums of Metal and Faith|The Imps of Descending Chiron;0.0000;10.0000;0;0;0;0;1.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;3.0;0;0;0;6.0;0;0;0;0;0
The Quantums of Metal and Faith|Outfit of Camping and Waving;0.0000;14.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;7.0;0;0;0;1.0;0;0;0;0;0;0;4.0;0;0;3.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The People of Bearing;0.0000;14.0000;0;0;0;3.0;0;0;2.0;0;3.0;0;0;0;1.0;0;0;0.5;0;0;0;0;0;0;0;6.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Creeping Hell Protectors;0.0000;8.0000;0;1.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Mixing Figment Collectors;0.0000;10.0000;0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Tentacles of the Diseased Bone;0.0000;10.0000;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;1.5;2.0;0.5;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Sentrys of Failure Faith;0.0000;11.0000;0;0;0;0;0;0;10.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Former Hoping Valkyrie Trustees;0.0000;11.0000;0;1.0;0;0;0;0;3.0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Fire Breathers of the Heartseeker;0.0000;6.0000;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Mothers of the Plutonium Echo;0.0000;11.0000;0;0;0;3.0;0;0;11.0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Hurting Demons Larvae;0.0000;22.0000;0;0;0;0;0;4.0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;6.0;0;0;0;6.0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Aunts of Bleeding Brightsteel;0.0000;12.0000;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Liches of Rebirth and Duskmaw;0.0000;9.0000;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Fortelling Aggravating Ticklers;0.0000;7.0000;0;2.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Opening Sisters Liches;0.0000;18.0000;0;0;0;0;0;4.0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|Vindicators of Sobbing and Baking;0.0000;4.0000;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|Sparky's Attentive Combatants;0.0000;6.0000;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Raiders of Hound and Mask;0.0000;17.0000;0;0;0;0;0;4.0;0;0;0;0;0;0;3.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;7.5;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Serious Silver Soldiers;0.0000;8.0000;0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Sorcerers of the Oratek Eruptor;0.0000;11.0000;0;0;0;0;0;0;4.0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Sixth Barb Band;0.0000;9.0000;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0.5;0;4.5;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Masters of Swearing;0.0000;9.0000;0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Quantums of Metal and Faith;0.0000;12.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;5.0;0;0;0.5;0;0;0;0;0;0;0;6.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Overseers of Sparky;0.0000;12.0000;0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|Doctors of Tatoo and Comparing;0.0000;13.0000;0;1.0;0;0;0;0;1.0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Savants of the Ending Predator;0.0000;11.0000;0;0;0;0;0;0;4.0;0;0;0;0;0;3.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0.5;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Host of the Confident Miracles;0.0000;9.0000;0;1.0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The King Varna Generals;0.0000;16.0000;0;0;0;0;0;4.0;2.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Pondering Iron Advisers;0.0000;13.0000;0;0;0;3.0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Raiders of Leading Capitals;0.0000;10.0000;0;0;0;3.0;0;0;4.0;0;0;0;0;0;0;0;0;0.5;1.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Monks of the Great Quitting Fire;0.0000;4.0000;0;1.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Senseis who became Champs;0.0000;9.0000;0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Protectors of the Saving Herbs;0.0000;8.0000;0;0;0;3.0;0;0;2.0;0;3.0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Crossing Soul Hags;0.0000;11.0000;0;1.0;0;0;0;12.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;1.5;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Professing Watchdogs;0.0000;2.0000;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Group of Brass Conspiracies;0.0000;14.0000;0;0;0;0;0;4.0;2.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Squadron of the Fire;0.0000;10.0000;0;4.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0
The Phalanx of Everflow Treefolk|The Imps of Descending Chiron;0.0000;10.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|The People of Bearing;0.0000;17.0000;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;10.0;0;0;3.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|The Creeping Hell Protectors;0.0000;10.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;1.0;2.5;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|The Mixing Figment Collectors;0.0000;10.0000;0;2.0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|The Tentacles of the Diseased Bone;0.0000;19.0000;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;3.0;1.0;0;0;0;0;0;0;0
The Champions of the Whisker|The Sentrys of Failure Faith;0.0000;7.0000;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|The Former Hoping Valkyrie Trustees;0.0000;7.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|The Fire Breathers of the Heartseeker;0.0000;5.0000;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|The Mothers of the Plutonium Echo;0.0000;3.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|The Hurting Demons Larvae;0.0000;25.0000;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;6.0;0;0;0;0;0;0;1.0;6.5;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|The Aunts of Bleeding Brightsteel;0.0000;9.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|The Liches of Rebirth and Duskmaw;0.0000;11.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;3.0;2.5;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|The Fortelling Aggravating Ticklers;0.0000;11.0000;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;10.0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|The Opening Sisters Liches;0.0000;25.0000;0;0;0;0;0;6.0;0;2.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;7.0;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|Vindicators of Sobbing and Baking;0.0000;3.0000;0;4.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Champions of the Whisker|Sparky's Attentive Combatants;0.0000;2.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
