deckname;value;avglbl;range1;range2;range3;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;DAMAGE;SELFDAMAGE;DESTROY SYN;DESTROY MIN;REDEPLOY;REACTIVATE;STEALTH;AGGRO;FORGEBORN;DESTROY OPP;FACEBURN;LIFE GAIN;DISRUPTION;SILENCE
The Raiders of Hound and Mask|The People of Bearing;0.1177;94.0000;ZOMBIE;ZOMBIE;ROBOT;0;0;0;0;1.0;0;0;0;2.0;0;0;0;7.0;0;0;1.0;0;0;0;0;6.0;0;0;2.0;0;1.0;0;0;0;1.0;14.0;0;0;0;6.0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Mixing Figment Collectors;0.0404;54.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;0;0;2.0;0;0;0;0;11.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;2.0;1.0;6.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|Venom's Fifth Swarm;0.0644;51.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;3.0;0;2.0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;2.0;12.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Sentrys of Failure Faith;0.1101;54.0000;ZOMBIE;ZOMBIE;WARRIOR;0;0;0;0;2.0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;5.0;6.0;0;0;0;2.0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Omnivore Brutish Herders;0.0488;58.0000;ZOMBIE;ZOMBIE;WARRIOR;0;0;0;0;0;4.0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;2.0;20.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Former Hoping Valkyrie Trustees;0.0397;47.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;1.0;6.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Simple Lords;0.0641;51.0000;ZOMBIE;ZOMBIE;WARRIOR;0;0;0;0;0;3.0;0;2.0;2.0;0;0;0;4.0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;10.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Fire Breathers of the Heartseeker;0.0591;59.0000;ZOMBIE;ZOMBIE;MAGE;0;0;1.0;0;0;0;0;2.0;0;0;0;0;7.0;0;0;0;0;0;0;0;1.0;0;4.0;0;0;0;0;0;2.0;5.0;2.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|Army of Alpha and Curing;0.1037;61.0000;ZOMBIE;ZOMBIE;BEAST;0;0;0;0;0;3.0;0;0;0;0;0;0;3.0;2.0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;2.0;12.0;0;0;0;2.0;3.0;0;0;0;0;0
The Raiders of Hound and Mask|The Mothers of the Plutonium Echo;0.0543;54.0000;ZOMBIE;ZOMBIE;ROBOT, ARMOR, WARRIOR;0;0;0;0;0;0;0;2.0;0;0;0;0;2.0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;1.0;0;0;0;1.0;6.0;0;0;0;2.0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Aunts of Bleeding Brightsteel;0.1136;70.0000;ZOMBIE;ZOMBIE;;0;0;0;0;2.0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;6.0;16.0;0;0;0;6.0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Fortelling Aggravating Ticklers;0.0744;53.0000;ZOMBIE;ZOMBIE;SPELL;0;0;0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;0;0;1.0;0;1.0;0;0;2.0;0;0;0;0;0;1.0;6.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|Vindicators of Sobbing and Baking;0.0480;44.0000;ZOMBIE;ZOMBIE;DINOSAUR;0;0;1.0;0;0;1.0;0;2.0;0;0;0;0;4.0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;2.0;1.0;2.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|Brigade of Druid and Weird;0.0726;49.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;1.0;0;0;0;0;0;0;2.0;2.0;0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;2.0;8.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|Sparky's Attentive Combatants;0.0770;44.0000;ZOMBIE;ZOMBIE;WARRIOR;0;0;0;0;2.0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;1.0;6.0;0;0;0;2.0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Serious Silver Soldiers;0.0389;39.0000;ZOMBIE;ZOMBIE;ARMOR;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;1.0;0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Sorcerers of the Oratek Eruptor;0.1087;77.0000;ZOMBIE;ZOMBIE;SPELL;0;0;1.0;0;0;0;0;2.0;0;0;0;0;17.0;0;0;0;0;0;0;0;1.0;0;4.0;0;0;0;0;0;1.0;1.0;6.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Farmers of the Spiky Tunnels;0.0372;50.0000;ZOMBIE;ZOMBIE;BEAST;0;0;0;0;0;3.0;0;2.0;0;0;0;0;2.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;14.0;0;0;0;2.0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Masters of Swearing;0.0623;57.0000;ZOMBIE;ZOMBIE;MAGE;0;0;1.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;1.0;10.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Quantums of Metal and Faith;0.0611;72.0000;ZOMBIE;ZOMBIE;;0;0;0;0;1.0;0;0;0;0;0;0;0;11.0;0;0;1.0;0;0;0;0;2.0;0;0;2.0;0;1.0;0;0;0;5.0;10.0;0;0;0;4.0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Phalanx of Everflow Treefolk;0.0537;58.0000;ZOMBIE;ZOMBIE;WARRIOR;0;0;0;0;0;4.0;0;0;0;0;0;0;3.0;1.0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;1.0;14.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Champions of the Whisker;0.1050;76.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;6.0;0;2.0;2.0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;2.0;24.0;0;0;0;0;3.0;0;0;0;0;0
The Raiders of Hound and Mask|The Overseers of Sparky;0.0402;55.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;6.0;12.0;0;0;0;4.0;0;0;0;0;0;0
The Raiders of Hound and Mask|Doctors of Tatoo and Comparing;0.0535;66.0000;ZOMBIE;ZOMBIE;MAGE;0;0;2.0;0;0;0;0;0;0;0;0;0;15.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;2.0;1.0;6.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Hermit Spiders;0.0807;61.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;4.0;0;0;0;0;0;0;2.0;1.0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;2.0;12.0;0;0;0;2.0;3.0;0;0;0;0;0
The Raiders of Hound and Mask|The Host of the Confident Miracles;0.0847;47.0000;ZOMBIE;ZOMBIE;;0;0;1.0;0;0;0;0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;2.0;1.0;6.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Pondering Iron Advisers;0.0490;70.0000;ZOMBIE;ZOMBIE;ROBOT;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;4.0;0;0;0;0;1.0;0;0;0;6.0;12.0;0;0;0;4.0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Company of Botany;0.0591;61.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;3.0;0;2.0;0;0;0;0;3.0;2.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;2.0;16.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Raiders of Leading Capitals;0.0833;70.0000;ZOMBIE;ZOMBIE;ROBOT;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;1.0;2.0;0;0;0;5.0;0;0;0;0;1.0;0;0;0;1.0;14.0;0;0;0;6.0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Monks of the Great Quitting Fire;0.0876;37.0000;ZOMBIE;ZOMBIE;MAGE;0;0;1.0;0;0;0;0;2.0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;1.0;2.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Mice of the Fierce Fur;0.0458;45.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;2.0;0;0;0;0;0;0;3.0;1.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;1.0;7.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Senseis who became Champs;0.1041;63.0000;ZOMBIE;ZOMBIE;;0;0;1.0;0;0;0;0;0;0;0;0;0;15.0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;2.0;1.0;6.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Protectors of the Saving Herbs;0.0698;54.0000;ZOMBIE;ZOMBIE;ROBOT;0;0;0;0;1.0;0;0;2.0;2.0;0;0;0;3.0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;1.0;6.0;0;0;0;2.0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Professing Watchdogs;0.0542;55.0000;ZOMBIE;ZOMBIE;ROBOT;0;0;0;0;0;0;0;2.0;0;0;0;0;2.0;0;0;0;0;0;0;0;6.0;0;0;0;0;1.0;0;0;0;1.0;6.0;0;0;0;2.0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Fleeing Feasting Brother Flock;0.0733;58.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;1.0;0;0;0;0;0;0;7.0;3.0;0;0;0;0;0;0;1.0;0;4.0;0;0;0;0;0;0;1.0;6.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|The Squadron of the Fire;0.0958;63.0000;ZOMBIE;ZOMBIE;MAGE;0;0;1.0;0;0;0;0;2.0;0;0;0;0;2.0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;4.0;5.0;2.0;0;0;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask|Outfit of Camping and Waving;0.0707;44.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;2.0;0;0;0;0;0;0;4.0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;6.0;0;0;0;0;3.0;0;0;0;0;0
The Serious Silver Soldiers|The Heralds of Silk Collection;0.0131;54.0000;ARMOR;SPELL;;0;0;0;0;0;0;2.0;0;0;0;0;0;16.0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|Wrongdoing's Suspending Workers;0.0005;21.0000;ARMOR;BEAST;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Causing Titanic Venom Wildlings;0.0000;13.0000;ARMOR;;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|Impulse's Shadowflame Squad;0.0015;32.0000;ARMOR;MAGE;;0;0;0;0;0;0;3.0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Wiry Antique Governors;0.0023;27.0000;ARMOR;ZOMBIE;ZOMBIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Scavenger Rabid Daggers;0.0000;17.0000;ARMOR;;;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Serious Silver Soldiers|The Creeping Hell Protectors;0.0049;25.0000;ARMOR;ZOMBIE;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Mixing Figment Collectors;0.0000;24.0000;ARMOR;;;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|Venom's Fifth Swarm;0.0000;16.0000;ARMOR;;;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Tentacles of the Diseased Bone;0.0545;43.0000;ARMOR;MINION;;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Omnivore Brutish Herders;0.0000;18.0000;ARMOR;WARRIOR;;0;0;0;0;0;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Former Hoping Valkyrie Trustees;0.0003;22.0000;ARMOR;;;0;0;0;0;0;0;2.0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Simple Lords;0.0000;16.0000;ARMOR;WARRIOR;;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Fire Breathers of the Heartseeker;0.0017;29.0000;ARMOR;MAGE;;0;0;0;0;0;0;1.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|Army of Alpha and Curing;0.0010;22.0000;ARMOR;BEAST;;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Serious Silver Soldiers|The Hurting Demons Larvae;0.0013;39.0000;ARMOR;;;0;0;0;0;0;0;1.0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Liches of Rebirth and Duskmaw;0.0080;28.0000;ARMOR;;;0;0;0;0;0;0;2.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Fortelling Aggravating Ticklers;0.0019;23.0000;ARMOR;SPELL;;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Opening Sisters Liches;0.0504;49.0000;ARMOR;ZOMBIE;;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|Vindicators of Sobbing and Baking;0.0000;14.0000;ARMOR;DINOSAUR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|Brigade of Druid and Weird;0.0000;20.0000;ARMOR;;;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Raiders of Hound and Mask;0.0374;33.0000;ARMOR;ZOMBIE;ZOMBIE;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Sorcerers of the Oratek Eruptor;0.0176;48.0000;ARMOR;SPELL;;0;0;0;0;0;0;3.0;0;0;0;0;0;12.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Farmers of the Spiky Tunnels;0.0000;13.0000;ARMOR;BEAST;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Sixth Barb Band;0.0128;35.0000;ARMOR;ZOMBIE;ZOMBIE;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Masters of Swearing;0.0000;25.0000;ARMOR;MAGE;;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Phalanx of Everflow Treefolk;0.0026;27.0000;ARMOR;WARRIOR;;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Champions of the Whisker;0.0000;23.0000;ARMOR;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Serious Silver Soldiers|Doctors of Tatoo and Comparing;0.0024;39.0000;ARMOR;MAGE;;0;0;0;0;0;0;1.0;0;0;0;0;0;12.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Savants of the Ending Predator;0.0093;27.0000;ARMOR;ZOMBIE;MINION;0;0;0;0;0;0;2.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;2.0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Hermit Spiders;0.0009;22.0000;ARMOR;;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Serious Silver Soldiers|The Host of the Confident Miracles;0.0000;21.0000;ARMOR;;;0;0;0;0;0;0;4.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The King Varna Generals;0.0000;17.0000;ARMOR;;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Company of Botany;0.0000;19.0000;ARMOR;;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Monks of the Great Quitting Fire;0.0000;12.0000;ARMOR;MAGE;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Mice of the Fierce Fur;0.0000;15.0000;ARMOR;;;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Senseis who became Champs;0.0115;33.0000;ARMOR;;;0;0;0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Crossing Soul Hags;0.0037;28.0000;ARMOR;SPIRIT;ZOMBIE;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Group of Brass Conspiracies;0.0038;26.0000;ARMOR;ZOMBIE;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Fleeing Feasting Brother Flock;0.0029;32.0000;ARMOR;;;0;0;0;0;0;0;4.0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Squadron of the Fire;0.0004;30.0000;ARMOR;MAGE;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|The Imps of Descending Chiron;0.0005;15.0000;ARMOR;ZOMBIE;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Serious Silver Soldiers|Outfit of Camping and Waving;0.0000;16.0000;ARMOR;;;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|Day's Locksmiths;0.0674;87.0000;SPELL;WARRIOR;;0;0;0;0;0;0;4.0;0;0;0;0;0;30.0;0;0;0;2.0;0;0;0;0;0;13.0;0;0;0;0;0;1.0;0;0;0;0;0;8.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|Wrongdoing's Suspending Workers;0.0567;80.0000;SPELL;BEAST;;0;0;2.0;0;0;0;1.0;0;0;0;0;0;20.0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;3.0;0;4.0;3.0;2.0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Causing Titanic Venom Wildlings;0.0147;65.0000;SPELL;;;0;0;1.0;0;0;0;1.0;0;0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Mutant Constructing Gang;0.0287;79.0000;SPELL;ROBOT;MAGE;0;0;5.0;0;0;0;0;0;2.0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Wiry Antique Governors;0.0673;82.0000;SPELL;ZOMBIE;ZOMBIE;0;0;0;0;0;0;0;2.0;0;0;0;0;20.0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;2.0;0;8.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Scavenger Rabid Daggers;0.0150;70.0000;SPELL;;;0;0;0;0;0;0;2.0;0;0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The People of Bearing;0.1173;108.0000;SPELL;ROBOT;;0;0;1.0;0;0;0;1.0;0;2.0;0;0;0;30.0;0;0;0;0;0;0;0;0;0;11.0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Creeping Hell Protectors;0.0692;69.0000;SPELL;ZOMBIE;;0;0;0;0;0;0;1.0;1.0;0;0;0;0;20.0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|Venom's Fifth Swarm;0.0206;63.0000;SPELL;;;0;0;0;0;0;0;2.0;0;0;0;0;0;20.0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Tentacles of the Diseased Bone;0.0900;110.0000;SPELL;MINION;;0;0;0;0;0;0;0;0;4.0;0;0;0;30.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;4.0;0;2.0;3.0;2.0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Sentrys of Failure Faith;0.1230;78.0000;SPELL;WARRIOR;;0;0;0;0;0;0;4.0;0;2.0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Omnivore Brutish Herders;0.0318;74.0000;SPELL;WARRIOR;;0;0;1.0;0;0;0;4.0;0;0;0;0;0;25.0;0;0;0;0;0;0;0;0;0;11.0;0;0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|The Simple Lords;0.0378;78.0000;SPELL;WARRIOR;;0;0;0;0;0;0;3.0;0;2.0;0;0;0;30.0;0;0;0;0;0;0;0;0;0;13.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
The Sorcerers of the Oratek Eruptor|Army of Alpha and Curing;0.0610;82.0000;SPELL;BEAST;;0;0;2.0;0;0;0;2.0;0;0;0;0;0;25.0;0;0;0;2.0;0;0;0;0;0;11.0;0;0;0;0;0;0;0;2.0;0;0;0;2.0;3.0;0;0;0;0;0
